mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__subsample,param_classifier__reg_lambda,param_classifier__reg_alpha,param_classifier__num_leaves,param_classifier__n_estimators,param_classifier__min_split_gain,param_classifier__min_child_weight,param_classifier__max_depth,param_classifier__learning_rate,param_classifier__colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
333.9654751777649,1.626784580236357,123.66135096549988,0.31423338322880157,0.9,0.07,0.04,34,10000,0.02,39,10,0.02,0.95,"{'classifier__subsample': 0.9, 'classifier__reg_lambda': 0.07, 'classifier__reg_alpha': 0.04, 'classifier__num_leaves': 34, 'classifier__n_estimators': 10000, 'classifier__min_split_gain': 0.02, 'classifier__min_child_weight': 39, 'classifier__max_depth': 10, 'classifier__learning_rate': 0.02, 'classifier__colsample_bytree': 0.95}",0.7279522979667491,0.7226756843726894,0.7249409071249865,0.7286394775812028,0.7319970966245751,0.7272410927340406,0.0032004585112942767,1
